"","judul","wartawan","waktu","isi_berita"
"1","Jokowi: Dampak Perubahan Iklim Memburuk, 7 Tahun Terakhir Suhu Terpanas","Dwi Andayani - detikNews","Senin, 08 Agu 2022 10:50 WIB","Jakarta - Presiden Joko Widodo (Jokowi) menyoroti terkait perubahan iklim yang makin memburuk. Jokowi menyebut suhu terpanas terjadi pada 7 tahun terakhir.""Kita hadapi tantangan perubahan iklim yang berada pada kondisi yang kritis. World Meteorological Organization menyatakan indikator perubahan iklim dan dampaknya di tahun 2021 makin memburuk, di mana 7 tahun terakhir telah jadi 7 tahun dengan suhu terpanas,"" kata Jokowi dalam pembukaan rakornas BMKG, Senin (8/8/2022).Jokowi mengatakan kondisi perubahan iklim menjadi tantangan nyata dan penanggulangan prioritas. Jokowi menilai perubahan iklim ini memiliki dampak luas di berbagai sektor.
      @import url(""https://cdnstatic.detik.com/live/_rmbassets/2022/parallax/parallax.css"");
     
  
    ADVERTISEMENT
  
  
        
          
                
                  
                        

  
    googletag.cmd.push(function() { googletag.display('div-gpt-ad-1572507980488-0'); });
  
                  
                
          
        
  
  
        SCROLL TO RESUME CONTENT
  
  
  function paraA(e) {
  var p = $(e);
  $(e + "" .para_fix"").width(p.width());
  }
  $("".paraA iframe"").on(""load"", paraA("".paraA""));
  Baca juga: Kian Mesra, Relawan Jokpro Sebut Jokowi Ada Hati dengan Prabowo""Kondisi ini menjadi tantangan nyata bagi kita, penanggulangan perubahan iklim menjadi isu prioritas dan tantangan global setelah meredanya COVID-19. Dampaknya sangat luas, multisektoral, salah satunya terkait bencana alam dan ketahanan pangan, FAO menyebutkan lebih dari 500 juta petani usaha kecil yang memproduksi lebih dari 80 persen sumber pangan dunia, merupakan kelompok yang paling rentan terhadap perubahan iklim,"" kata Jokowi.""WHO juga memprediksi akan ada 13 juta orang kelaparan akibat terhambatkan rantai pasok dunia karena perang Ukraina, hati-hati ini persoalan yang sangat serius,"" sambungnya.Jokowi juga menyebut perlu adanya penanganan dan antisipasi secara cepat dari dampak perubahan iklim ini. Menurutnya, perlu adanya sistem yang teruji untuk mengatasi dampak tersebut, salah satunya menjamin ketahanan pangan.""Perlu penanganan yang komprehensif, perlu antisipasi sedini mungkin, secepat-cepatnya dan sebaik-baiknya, dampak dari perubahan iklim ini sangat serius, kita perlu memiliki kebijakan dan sistem yang teruji dan tangguh untuk menjamin ketahanan pangan secara merata dan berkesinambungan,"" kata Jokowi.Baca juga: Hermawan Sulistyo soal Ferdy Sambo Ditahan: Kapolri Progresif dan KorektifMaka dari itu, Jokowi meminta BMKG mengidentifikasi risiko perubahan iklim dan dampak yang terjadi. Jokowi menilai BMKG memiliki peran penting untuk memonitor dan membantu perumusan pencegahan dan penanggulangan.""Tentang sistem peringatan dini ketika bencana akan terjadi, BMKG punya peran sangat strategis untuk mewujudkannya, khususnya terkait monitoring strategi dan peringatan dini kondisi cuaca dan iklim ekstrem. Ini sangat membantu untuk perumusan strategi pencegahan dan penanggulangan,"" kata Jokowi.""Karena itu saya memerintahkan BMKG untuk mengidentifikasi risiko iklim dan dampaknya secara menyeluruh, mengidentifikasi adaptasi apa saja yang bisa kita lakukan, meningkatkan kapasitas SDM dan peralatan untuk permodelan cuaca dan iklim yang menggabungkan informasi dari teknologi satelit,"" tuturnya.Simak juga 'Mitigasi Dampak Perubahan Iklim, Ini Pesan Kepala BMKG ke Petani':[Gambas:Video 20detik]        
		
        (dwia/imk)
        
            
                				jokowi				bmkg				presiden jokowi				perubahan iklim				dampak perubahan iklim"
